"","subject_ids","user_name","classification_id","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","how_many","young","behavior_EATING","behavior_INTERACTING","behavior_MOVING","behavior_RESTING","behavior_STANDING","empty"
"351",10477288,"cogs",60549106,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"352",10319031,"cogs",60549115,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"353",10458289,"pixiejenni",60549118,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"354",10434300,"cogs",60549123,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"355",10436562,"cogs",60549131,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"356",10436632,"cogs",60549138,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"357",10459821,"pixiejenni",60549142,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""7"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"LIVESTOCK","7","NO",0,0,1,0,0,NA
"358",10462385,"Ameliee",60549152,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"", ""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","2","NO",1,0,1,0,0,NA
"359",10454918,"cogs",60549153,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"360",10456607,"cogs",60549164,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"361",10460790,"pixiejenni",60549166,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1150"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"LIVESTOCK","1150",NA,0,0,1,0,0,NA
"362",10456879,"aedegus",60549168,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","4","NO",1,0,0,0,1,NA
"363",10458188,"cogs",60549175,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"364",10463598,"Ameliee",60549182,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"", ""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","1","NO",1,0,0,0,1,NA
"365",10461289,"pixiejenni",60549184,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ELEPHANT","1",NA,0,0,1,0,0,NA
"366",10464987,"Ameliee",60549192,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"367",10460166,"cogs",60549194,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"368",10460457,"aedegus",60549198,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"369",10464242,"cogs",60549207,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"370",10461602,"pixiejenni",60549210,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"IMPALA","2",NA,1,0,0,0,0,NA
"371",10463005,"pixiejenni",60549225,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"GIRAFFE","1",NA,0,0,1,0,0,NA
"372",10461705,"aedegus",60549233,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","1","NO",0,0,0,0,1,NA
"373",10464404,"aedegus",60549258,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","1","NO",0,0,1,0,0,NA
"374",10318662,"aedegus",60549269,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"375",10477041,"Ameliee",60549279,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list(LIKE = ""COWHORSE"")))",1,1,"LIVESTOCK","1","NO",0,0,1,0,0,NA
"376",10432192,"aedegus",60549280,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"377",10433375,"aedegus",60549286,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"378",10434275,"aedegus",60549290,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"379",10477935,"cogs",60549292,307.77,1,"T3",NA,"list(list(choice = ""WARTHOG"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"WARTHOG","2","NO",1,0,0,0,0,NA
"380",10435153,"aedegus",60549298,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"381",10318709,"Ameliee",60549300,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"382",10319984,"cogs",60549304,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"383",10318893,"Ameliee",60549305,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"384",10433580,"cogs",60549311,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"385",10434219,"Ameliee",60549314,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"386",10434655,"Ameliee",60549320,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"387",10435622,"cogs",60549322,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"388",10436135,"cogs",60549328,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"389",10455486,"aedegus",60549330,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","2","NO",1,0,0,0,0,NA
"390",10436268,"Ameliee",60549346,307.77,1,"T3",NA,"list(list(choice = ""BABOON"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list(LIKE = ""PRIMATE"")))",1,1,"BABOON","1","NO",0,0,0,0,1,NA
"391",10456951,"aedegus",60549347,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","1","NO",0,0,1,0,0,NA
"392",10454657,"Ameliee",60549359,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","3","NO",0,0,1,0,0,NA
"393",10463517,"pixiejenni",60549365,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","2","NO",0,0,0,0,1,NA
"394",10460018,"aedegus",60549367,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"395",10460709,"aedegus",60549371,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"396",10455736,"Ameliee",60549374,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"397",10431243,"pixiejenni",60549379,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"LIVESTOCK","1",NA,0,0,0,0,1,NA
"398",10476187,"aedegus",60549385,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","1","NO",1,0,0,0,0,NA
"399",10433111,"pixiejenni",60549386,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"400",10433357,"pixiejenni",60549394,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"401",10436168,"pixiejenni",60549398,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"402",10463239,"Ameliee",60549399,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"403",10436551,"pixiejenni",60549401,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"404",10456266,"pixiejenni",60549409,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"405",10459924,"pixiejenni",60549415,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"406",10463266,"Ameliee",60549422,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","1","NO",0,0,1,0,0,NA
"407",10461273,"pixiejenni",60549427,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ELEPHANT","1",NA,0,0,1,0,0,NA
"408",10464264,"Ameliee",60549429,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"409",10432164,"Ameliee",60549434,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"410",10434825,"Ameliee",60549437,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"411",10320181,"aedegus",60549449,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","4","NO",1,0,0,0,1,NA
"412",10435535,"Ameliee",60549463,307.77,1,"T3",NA,"list(list(choice = ""BABOON"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list(LIKE = ""PRIMATE"")))",1,1,"BABOON","1","NO",0,0,0,0,1,NA
"413",10455989,"cogs",60549479,307.77,1,"T3",NA,"list(list(choice = ""ELAND"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""INTERACTING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELAND","2","NO",0,1,0,0,0,NA
"414",10461509,"pixiejenni",60549485,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ZEBRA","3",NA,0,0,1,0,0,NA
"415",10454268,"Ameliee",60549490,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1150"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"LIVESTOCK","1150","NO",0,0,1,0,0,NA
"416",10461065,"cogs",60549493,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"417",10462763,"cogs",60549499,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"418",10463090,"cogs",60549504,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"419",10454646,"Ameliee",60549507,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","2","NO",0,0,1,0,0,NA
"420",10320262,"aedegus",60549508,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""MOVING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"ELEPHANT","2","YES",0,0,1,0,1,NA
"421",10455797,"Ameliee",60549514,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"422",10478406,"pixiejenni",60549516,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ELEPHANT","1",NA,0,0,1,0,0,NA
"423",10464474,"cogs",60549518,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"424",10466062,"cogs",60549526,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"425",10457707,"aedegus",60549532,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","1","NO",0,0,0,0,1,NA
"426",10456775,"Ameliee",60549538,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","3","NO",0,0,1,0,0,NA
"427",10431868,"pixiejenni",60549546,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"428",10435166,"pixiejenni",60549548,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"429",10457756,"aedegus",60549551,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","2","NO",0,0,0,0,1,NA
"430",10435992,"pixiejenni",60549553,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"431",10319899,"cogs",60549559,307.77,1,"T3",NA,"list(list(choice = ""GAZELLE"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GAZELLE","4","NO",0,0,0,0,1,"Nothing Here"
"432",10455367,"pixiejenni",60549560,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","1","NO",0,0,1,0,0,NA
"433",10434229,"cogs",60549566,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"434",10434697,"cogs",60549570,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"435",10456526,"pixiejenni",60549580,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"436",10458911,"aedegus",60549587,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","4","NO",0,0,0,0,1,NA
"437",10456862,"pixiejenni",60549604,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,0,0,1,NA
"438",10456000,"cogs",60549610,307.77,1,"T3",NA,"list(list(choice = ""ELAND"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""INTERACTING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELAND","2","NO",0,1,0,0,0,NA
"439",10460256,"aedegus",60549643,307.77,1,"T3",NA,"list(list(choice = ""WILDDOG"", answers = list(HOWMANY = ""8"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"WILDDOG","8","NO",0,0,1,0,0,NA
"440",10456040,"cogs",60549655,307.77,1,"T3",NA,"list(list(choice = ""ELAND"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELAND","1","NO",0,0,0,0,1,NA
"441",10462991,"aedegus",60549661,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"442",10456530,"cogs",60549671,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"443",10464233,"Ameliee",60549675,307.77,1,"T3",NA,"list(list(choice = ""DUIKER"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list(LIKE = ""ANTELOPEDEER"", COLOR = ""BROWN"", PATTERN = ""SOLID"")))",1,1,"DUIKER","1","NO",0,0,1,0,0,NA
"444",10462861,"cogs",60549683,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"445",10476483,"Ameliee",60549686,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"446",10465530,"aedegus",60549688,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","1","NO",0,0,0,0,1,NA
"447",10465849,"cogs",60549692,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"448",10478127,"Ameliee",60549694,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"449",10434496,"Ameliee",60549698,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"450",10476294,"cogs",60549700,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"451",10477411,"aedegus",60549701,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"452",10477620,"aedegus",60549715,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"453",10476548,"cogs",60549723,307.77,1,"T3",NA,"list(list(choice = ""GAZELLE"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""RESTING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GAZELLE","2","NO",0,0,0,1,1,NA
"454",10455223,"Ameliee",60549730,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"", ""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","2","NO",1,0,1,0,0,NA
"455",10432983,"aedegus",60549741,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"456",10320070,"cogs",60549752,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","3","NO",0,0,1,0,0,NA
"457",10456862,"Ameliee",60549754,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","1","NO",0,0,1,0,0,NA
"458",10431702,"cogs",60549760,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"459",10435530,"cogs",60549766,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"460",10458048,"Ameliee",60549777,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","1","NO",0,0,1,0,0,NA
"461",10460103,"Ameliee",60549783,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"462",10460362,"Ameliee",60549786,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"463",10455452,"aedegus",60549788,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""8"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","8","NO",1,0,0,0,1,NA
"464",10460531,"Ameliee",60549790,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"465",10455184,"cogs",60549791,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","2","NO",0,0,1,0,0,NA
"466",10459134,"pixiejenni",60549802,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"467",10462030,"Ameliee",60549804,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","1","NO",1,0,0,0,0,NA
"468",10457978,"aedegus",60549809,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"469",10456019,"cogs",60549814,307.77,1,"T3",NA,"list(list(choice = ""ELAND"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELAND","2","NO",0,0,0,0,1,NA
"470",10461934,"pixiejenni",60549816,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""INTERACTING"")), filters = list()))",1,1,"IMPALA","1",NA,0,1,0,0,0,NA
"471",10461138,"cogs",60549823,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"472",10463183,"pixiejenni",60549826,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"473",10458294,"aedegus",60549828,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"474",10462697,"Ameliee",60549829,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","2","NO",1,0,0,0,0,NA
"475",10463965,"pixiejenni",60549840,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"476",10434817,"pixiejenni",60549847,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"477",10478147,"Ameliee",60549848,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","1","NO",0,0,1,0,0,NA
"478",10460554,"aedegus",60549849,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"479",10462033,"cogs",60549854,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING"")), filters = list()))",1,1,"IMPALA","2",NA,1,0,0,0,1,NA
